cod_modelo_color,cane_height_type,closure_placement,heel_shape_type,knit_structure,length_type,neck_lapel_type,silhouette_type,sleeve_length_type,toecap_type,waist_type,woven_structure
85_1199881,,6,,1,10,1,37,2,,,
85_1199888,,6,,1,10,1,37,2,,,
85_1199889,,,,,4,,37,,,,
85_1199890,,,,,10,31,32,2,,,1
85_1199891,,,,,,,4,,,,
85_1199892,,,,,4,,3,,,2,3
85_1199896,,,,,10,31,34,1,,,1
85_1199902,,1,,,5,6,,2,,,1
85_1199906,,1,,,7,6,27,2,,,2
85_1199911,,3,,,3,31,20,2,,,1
85_1199917,,1,,,3,31,20,2,,,1
85_1199923,,1,,3,10,24,32,2,,,
85_1199925,,5,,,3,11,20,2,,,1
85_1199930,,,1,,,,,,4,,
85_1199935,,1,,,10,6,32,2,,,1
85_1199938,,6,,,5,7,32,2,,,3
85_1199949,,,,,10,31,34,1,,,1
85_1199953,,1,,,10,24,32,2,,,1
85_1199957,,4,,,5,31,32,2,,,1
85_1199964,,,6,,,,,,2,,
85_1199984,,,,,10,31,34,1,,,1
85_1199994,,,,,10,,32,,,,
85_1199998,,,,,10,31,34,1,,,1
85_1199999,,,,,10,31,32,2,,,1
85_1200006,,,,,10,31,32,2,,,1
85_1200012,,3,,,10,1,32,2,,,1
85_1200013,,,,,13,,32,,,4,3
85_1200022,,1,,,10,1,32,2,,,1
85_1200032,,,6,,,,,,2,,
85_1200033,,1,,3,10,24,32,2,,,
85_1200035,,,,,,,4,,,,
85_1200036,,6,,,5,11,20,2,,,1
85_1200044,,,7,,,,,,4,,
85_1200046,,6,,,5,31,20,2,,,1
85_1200047,,3,,,3,32,37,1,,,1
85_1200052,,1,,,10,31,32,2,,,1
85_1200053,,,,,,,4,,,,
85_1200055,,6,,3,5,1,27,,,,
85_1200056,,1,,,10,6,34,2,,,1
85_1200057,,,,,13,,32,,,3,3
85_1200066,,6,,,5,31,20,3,,,3
85_1200084,,1,,1,3,24,32,2,,,
85_1200090,,6,,,8,1,20,2,,,1
85_1200097,,,,,10,31,34,2,,,1
85_1200101,,,,,5,,,,,1,1
85_1200105,,3,,,10,15,32,2,,,1
85_1200112,,6,,,8,1,20,2,,,1
85_1200123,,5,,,5,,20,,,2,1
85_1200126,,,,,10,5,37,2,,,1
85_1200129,,,,,5,,,,,1,3
85_1200134,,,,,5,,32,,,4,3
85_1200135,,,,,10,5,37,2,,,1
85_1200141,,6,,,3,31,37,2,,,1
85_1200142,,,,,5,,,,,1,1
85_1200144,,,,,10,14,32,3,,,1
85_1200148,,,,,3,,27,,,,
85_1200150,,,,,10,31,37,2,,,1
85_1200151,,1,,,10,5,32,2,,,1
85_1200154,,6,,1,5,14,37,4,,,
85_1200160,,,,,13,,32,,,2,3
85_1200161,,6,,,3,31,32,2,,,1
85_1200163,,1,,,5,24,20,2,,,1
85_1200167,,1,,,5,29,32,,,,
85_1200175,,3,,,10,15,32,2,,,1
85_1200176,,,,,3,,45,,,1,1
85_1200180,,3,,,5,,32,,,2,3
85_1200185,,,,,5,,32,,,,
85_1200193,,1,,,7,29,32,2,,,2
85_1200217,,,,,5,,3,,,1,1
85_1200218,,5,,,3,6,32,2,,,3
85_1200222,,,,,10,,34,,,,
85_1200231,,,,,5,,,,,1,1
85_1200232,,5,,,5,14,,5,,,1
85_1200233,,,,,10,,32,,,2,3
85_1200245,,,,,10,31,34,1,,,1
85_1200247,,1,,,5,29,32,,,,3
85_1200248,,,,,5,,3,,,,
85_1200259,,1,,,10,26,32,2,,,
85_1200264,,1,,,10,26,37,2,,,1
85_1200267,,3,,,9,,,,,4,1
85_1200270,,,,,5,,32,,,,
85_1200275,,1,,,10,26,32,2,,,3
85_1200281,,6,,3,4,24,37,2,,,
85_1200289,,,,,4,,17,,,2,3
85_1200290,,1,,,5,22,32,2,,,1
85_1200291,,6,,,5,32,37,2,,,3
85_1200294,,,,,5,,3,,,,
85_1200300,,,,,10,5,34,1,,,1
85_1200315,,3,,,3,5,32,2,,,1
85_1200323,,3,,,10,15,32,2,,,1
85_1200325,,,,,10,,37,,,4,1
85_1200327,,1,,,10,11,32,2,,,1
85_1200353,,,,,10,31,37,1,,,1
85_1200355,,,,,5,,,,,2,1
85_1200361,,1,,,10,11,32,2,,,1
85_1200378,,,,,10,31,37,1,,,1
85_1200392,,,,,10,,34,,,,
85_1200401,,6,,2,10,31,32,2,,,
85_1200402,,6,,,8,1,20,2,,,3
85_1200410,,6,,,10,24,34,2,,,
85_1200411,,5,,,5,11,32,2,,,1
85_1200412,,1,,,10,5,32,1,,,1
85_1200420,,,,,5,,,,,4,1
85_1200422,,6,,2,5,1,32,2,,,
85_1200425,,1,,,10,24,32,2,,,1
85_1200432,,,,,,3,34,2,,,1
85_1200433,,6,,,10,31,34,2,,,3
85_1200437,,3,,,3,31,32,2,,,1
85_1200438,,6,,2,5,1,32,2,,,
85_1200443,,1,,,5,6,34,2,,,1
85_1200454,,6,,,4,11,37,6,,,1
85_1200460,,5,,,5,32,32,1,,,3
85_1200461,,,,,4,,32,,,2,3
85_1200471,,,4,,,,,,4,,
85_1200477,,1,,,10,5,32,1,,,1
85_1200478,,6,,,10,31,34,2,,,3
85_1200481,,,,,4,31,32,1,,,3
85_1200487,,1,,,3,6,27,2,,,1
85_1200506,3,,8,,,,,,4,,
85_1200507,,1,,,5,14,32,2,,,1
85_1200516,,3,,,3,5,20,2,,,1
85_1200523,,1,,,3,5,20,2,,,1
85_1200531,,3,,,3,31,32,2,,,1
85_1200538,,1,,,4,24,37,2,,,1
85_1200548,,3,,,3,5,20,2,,,1
85_1200549,,,,,10,,,,,1,3
85_1200551,,5,,,3,11,32,2,,,1
85_1200557,,,,,5,,27,,,,
85_1200559,,,,,10,,,,,1,3
85_1200562,,1,,,3,5,20,2,,,1
85_1200569,,3,,,5,11,32,1,,,1
85_1200571,,6,,2,5,1,32,2,,,
85_1200574,,,,,3,,,,,,
85_1200579,,1,,,3,11,32,3,,,1
85_1200597,,1,,,3,6,27,2,,,1
85_1200604,,3,,,5,24,32,3,,,1
85_1200609,,,,,4,,17,,,2,3
85_1200613,,1,,,10,18,32,2,,,1
85_1200614,,,8,,,,,,4,,
85_1200620,,,,,4,,36,,,4,3
85_1200631,,,,,4,,17,,,1,1
85_1200634,,,,,4,,36,,,4,3
85_1200637,,6,,2,5,1,32,2,,,
85_1200643,,,,,4,,17,,,1,1
85_1200650,,,,,10,31,34,2,,,1
85_1200665,,,,,10,24,32,5,,,1
85_1200667,,,,,10,31,34,2,,,1
85_1200670,,1,,,10,6,37,2,,,1
85_1200679,,,,,10,31,34,2,,,1
85_1200692,,,,,10,31,47,2,,,1
85_1200694,,,,,4,31,32,1,,,3
85_1200699,,,,,10,10,37,2,,,1
85_1200705,,6,,1,10,10,32,2,,,
85_1200706,,6,,1,10,10,32,2,,,
85_1200717,,5,,,3,24,20,2,,,1
85_1200722,,,7,,,,,,4,,
85_1200724,,,,,10,31,47,2,,,1
85_1200735,,,,,4,,2,,,2,3
85_1200739,,3,,,4,5,32,3,,,1
85_1200742,,,,,10,31,32,2,,,1
85_1200748,,,,,10,31,34,2,,,1
85_1200765,,,,,5,,,,,,
85_1200766,,,,,10,31,37,1,,,1
85_1200772,,,,,10,31,47,2,,,1
85_1200775,,6,,,5,31,34,2,,,3
85_1200794,,,,,10,31,34,2,,,1
85_1200800,,,,,10,31,34,2,,,1
85_1200802,1,,7,,,,,,4,,
85_1200813,,6,,,3,14,37,5,,,1
85_1200815,,1,,,10,6,34,2,,,1
85_1200821,,1,,,10,31,32,2,,,1
85_1200827,,,,,10,,23,,,1,3
85_1200839,,,,,3,,,,,,
85_1200851,,,,,10,31,34,2,,,1
85_1200854,,6,,,3,14,37,5,,,1
85_1200855,,6,,1,10,5,32,2,,,
85_1200857,,6,,,3,,37,,,4,1
85_1200864,,,,,10,10,37,2,,,1
85_1200865,,,,,5,,34,,,1,3
85_1200869,,,,,10,,23,,,1,3
85_1200875,,,,,10,10,37,2,,,1
85_1200876,,1,,,10,18,32,2,,,1
85_1200881,,,,,4,,2,,,2,3
85_1200907,,1,,,10,6,34,2,,,1
85_1200910,,,,,10,,34,,,4,1
85_1200921,,6,,,3,5,32,2,,,1
85_1200926,,6,,,10,31,34,2,,,2
85_1200940,,6,,,10,7,34,2,,,2
85_1200945,,,,,10,31,34,2,,,1
85_1200947,,,,,10,21,34,2,,,1
85_1200949,,,,,10,21,34,2,,,1
85_1200950,,1,,,5,6,34,2,,,1
85_1200953,,4,,,,25,,2,,,1
85_1200958,,3,,,3,18,32,3,,,1
85_1200963,,6,,3,10,24,27,2,,,
85_1200972,,,,,10,24,34,2,,,1
85_1200973,3,,7,,,,,,4,,
85_1200976,,,,,10,3,34,2,,,1
85_1200980,,,,,10,24,47,2,,,1
85_1200981,,3,,,3,1,32,2,,,1
85_1200983,,6,,,10,31,47,2,,,3
85_1200985,,1,,,10,6,34,2,,,1
85_1200990,,,,,5,,3,,,1,1
85_1200995,,,,,10,3,34,2,,,1
85_1201006,,,,,10,31,34,2,,,1
85_1201007,,1,,,10,6,34,2,,,1
85_1201017,,6,,,9,,32,,,1,1
85_1201021,,,,,5,,,,,1,1
85_1201026,,,,,4,,3,,,2,3
85_1201027,,3,,,3,18,32,3,,,1
85_1201031,,,,,5,,,,,1,1
85_1201035,,3,,,3,5,32,3,,,1
85_1201041,,5,,,3,11,32,1,,,1
85_1201051,,6,,1,10,5,32,2,,,
85_1201054,,,,,10,24,34,2,,,1
85_1201061,,,,,10,31,34,2,,,1
85_1201066,,,,,10,31,34,2,,,1
85_1201071,,4,,,,25,,2,,,1
85_1201072,,6,,3,10,24,27,2,,,
85_1201075,,6,,,3,5,32,2,,,1
85_1201084,,1,,,5,6,20,3,,,1
85_1201096,,6,,,10,31,34,2,,,3
85_1201098,,,,,5,,,,,1,1
85_1201117,,,,,5,,23,,,1,3
85_1201132,,6,,2,10,31,32,2,,,
85_1201135,,1,,,3,5,20,2,,,3
85_1201165,,,7,,,,,,4,,
85_1201178,,,,,10,,27,,,,
85_1201212,,1,,,10,18,32,2,,,3
85_1201213,,1,,,5,,37,2,,,3
85_1201218,,,,,10,,37,,,,
85_1201234,,,,,10,,26,,,4,3
85_1201241,,,,,5,,32,,,4,3
85_1201257,,3,,,5,14,20,5,,,1
85_1201262,,,,,5,,23,,,1,3
85_1201282,,5,,,3,11,32,2,,,1
85_1201292,,,,,10,31,34,1,,,1
85_1201299,,,,,10,31,37,1,,,1
85_1201304,,,,,10,24,37,1,,,1
85_1201313,,,,,10,31,34,1,,,1
85_1201314,,6,,,10,31,27,2,,,3
85_1201316,,,,,10,31,34,1,,,1
85_1201319,,4,,,10,25,32,1,,,1
85_1201327,,,,,5,,,,,,3
85_1201336,,,,,10,31,37,1,,,1
85_1201338,,,,,6,,28,,,2,1
85_1201346,,,,,10,31,34,1,,,1
85_1201348,,,,,10,31,37,1,,,3
85_1201363,,,,,10,31,34,1,,,1
85_1201366,,,,,10,31,34,1,,,1
85_1201379,,1,,,7,5,32,2,,,3
85_1201386,,,,,10,,34,2,,,1
85_1201391,,1,,,8,6,32,2,,,1
85_1201392,,1,,,10,,32,,,,
85_1201397,,,,,10,31,34,1,,,1
85_1201407,,1,,,10,6,27,2,,,3
85_1201438,,,7,,,,,,4,,
85_1201439,,1,,,8,,32,,,2,3
85_1201446,,,,,10,31,34,1,,,1
85_1201448,,1,,,8,,32,,,2,3
85_1201450,,,,,10,31,34,1,,,1
85_1201461,,,,,10,24,37,1,,,1
85_1201463,,6,,,3,7,20,2,,,3
85_1201467,,,,,10,31,34,2,,,1
85_1201468,,5,,,8,,20,,,2,1
85_1201469,,,,,10,31,34,1,,,1
85_1201473,,4,,,10,25,32,1,,,1
85_1201475,,,,,10,31,34,1,,,1
85_1201487,,6,,,10,31,32,2,,,3
85_1201497,,,,,10,31,34,1,,,1
85_1201512,,,,,5,31,34,2,,,1
85_1201519,,5,,,3,24,37,5,,,
85_1201529,,,,,10,31,34,1,,,1
85_1201531,,,,,4,14,32,5,,,1
85_1201533,,6,,,9,,37,,,1,1
85_1201534,,,,,10,31,34,1,,,1
85_1201537,,,,,10,31,34,1,,,1
85_1201540,,,,,10,31,47,2,,,3
85_1201544,,4,,,,18,32,2,,,1
85_1201572,,,,,10,31,34,1,,,1
85_1201577,,,,,5,,,,,,3
85_1201581,,1,,,10,26,27,2,,,3
85_1201582,,1,,,10,22,34,2,,,3
85_1201585,,,,,5,,34,,,1,3
85_1201588,,6,,2,5,5,27,2,,,
85_1201598,,6,,2,5,1,27,2,,,
85_1201607,,5,,,5,32,,3,,,3
85_1201611,,1,,,10,29,32,2,,,3
85_1201615,,6,,1,10,23,32,2,,,
85_1201616,,5,,,5,11,20,2,,,1
85_1201630,,6,,3,5,5,32,2,,,
85_1201634,,6,,,5,,20,,,1,1
85_1201638,,,,,5,,38,,,1,
85_1201642,,,,,10,31,32,2,,,1
85_1201646,,6,,,10,24,32,2,,,1
85_1201654,,6,,3,10,23,37,2,,,
85_1201659,,6,,3,10,31,32,2,,,
85_1201665,,,7,,,,,,3,,
85_1201670,,3,,,8,14,,5,,,3
85_1201677,,1,,,10,29,,2,,,3
85_1201683,,5,,,8,,20,,,2,1
85_1201686,,3,,,8,14,,5,,,3
85_1201689,,1,,,10,,,,,,2
85_1201691,,5,,,5,24,,2,,,3
85_1201697,,3,,,3,5,32,2,,,1
85_1201698,,,,,5,31,32,2,,,1
85_1201701,,3,,,3,11,32,2,,,1
85_1201707,,1,,,10,29,32,2,,,3
85_1201713,,1,,,10,6,34,2,,,3
85_1201724,,4,,,3,2,20,2,,,3
85_1201727,,6,,3,10,23,37,2,,,
85_1201740,1,,1,,,,,,2,,
85_1201742,,6,,3,5,1,32,2,,,
85_1201743,,4,,,3,31,20,2,,,1
85_1201748,,,,,5,31,32,2,,,1
85_1201751,,,,,5,,3,,,4,3
85_1201753,,6,,,10,31,32,2,,,3
85_1201772,,3,,,3,5,20,2,,,1
85_1201776,,6,,,5,31,32,2,,,3
85_1201788,,6,,2,5,24,27,2,,,
85_1201790,,4,,,3,31,20,2,,,1
85_1201794,,,,,10,31,27,1,,,3
85_1201800,,1,,,4,6,27,1,,,2
85_1201801,,1,,,3,14,20,5,,,3
85_1201809,,1,,,10,6,34,2,,,3
85_1201811,,6,,2,5,1,27,2,,,
85_1201815,,,,,10,31,32,2,,,1
85_1201816,,6,,3,10,31,32,2,,,
85_1201818,,6,,2,5,5,27,2,,,
85_1201826,,1,,,,29,,2,,,3
85_1201828,,1,,,3,11,20,2,,,1
85_1201833,,6,,2,10,24,32,2,,,
85_1201835,,,,,5,,38,,,1,
85_1201837,,6,,1,10,23,32,2,,,
85_1201844,,6,,1,10,23,32,2,,,
85_1201862,,,,,10,31,27,1,,,3
85_1201869,,1,,,7,26,37,2,,,3
85_1201875,,1,,,4,24,37,2,,,1
85_1201880,,,7,,,,,,4,,
85_1201889,,6,,3,10,23,37,2,,,
85_1201899,,1,,,7,,37,2,,,2
85_1201903,,,,,10,31,32,2,,,1
85_1201907,,,,,5,,,,,,
85_1201918,,1,,,10,29,32,2,,,2
85_1201919,,6,,3,5,5,32,2,,,
85_1201923,,,,,10,31,32,2,,,1
85_1201926,,,,,10,31,32,2,,,1
85_1201927,,,,,,,,,,4,3
85_1201934,,,,,4,14,37,4,,,2
85_1201952,,6,,1,10,23,32,2,,,
85_1201961,,,,,3,,,,,,
85_1201967,,,,,5,,,,,2,1
85_1201971,,6,,2,10,24,32,2,,,
85_1201973,,,7,,,,,,4,,
85_1201977,,6,,3,5,1,32,2,,,
85_1201982,,3,,,5,5,32,5,,,3
85_1201983,,1,,,10,6,32,2,,,1
85_1201986,,1,,,5,29,32,2,,,2
85_1201990,,1,,,5,14,32,1,,,3
85_1201996,,5,,,3,,20,,,2,2
85_1202013,,,,3,4,14,37,4,,,
85_1202038,,6,,2,4,1,32,2,,,
85_1202054,,,,,5,,12,,,4,1
85_1202060,,6,,,10,1,34,2,,,3
85_1202086,,1,,,10,1,34,2,,,3
85_1202090,,5,,,8,11,20,3,,,1
85_1202099,,6,,,10,1,34,2,,,3
85_1202100,,,,,10,24,37,5,,,1
85_1202112,,5,,,8,14,20,5,,,1
85_1202127,,6,,,10,7,32,2,,,3
85_1202130,,,,,3,,32,,,1,3
85_1202133,,,,,5,,23,,,1,3
85_1202134,,,,,5,,3,,,4,1
85_1202143,,,,,5,,28,,,4,1
85_1202153,,3,,,5,,20,,,4,1
85_1202154,,6,,,8,24,20,2,,,
85_1202156,,,,,10,25,37,2,,,1
85_1202157,,1,,2,10,24,32,2,,,
85_1202158,,,,,10,24,47,2,,,1
85_1202161,,,,,10,,32,,,,
85_1202169,,,,,10,31,34,2,,,1
85_1202191,,,,,10,31,34,2,,,1
85_1202197,,1,,,5,22,34,2,,,2
85_1202207,,1,,2,4,24,32,2,,,
85_1202224,,1,,,10,6,32,2,,,1
85_1202228,,1,,,5,6,32,1,,,1
85_1202230,,,,,10,31,47,1,,,1
85_1202235,,4,,,10,1,34,2,,,3
85_1202240,,6,,,8,24,20,2,,,
85_1202254,,1,,,5,6,32,1,,,1
85_1202283,,1,,,10,6,32,2,,,1
85_1202293,,4,,,10,7,34,2,,,3
85_1202297,,1,,3,10,24,32,2,,,
85_1202301,,4,,,10,1,34,2,,,3
85_1202306,,4,,,10,1,34,2,,,3
85_1202319,,,,,10,31,34,2,,,1
85_1202320,,,,,10,31,47,1,,,1
85_1202324,,3,,,3,14,,5,,,3
85_1202331,,1,,,3,22,,2,,,2
85_1202340,,1,,,10,6,34,2,,,1
85_1202348,,,,,10,31,32,2,,,1
85_1202371,,,,,5,,23,,,1,3
85_1202390,,,,,3,,,,,,
85_1202400,,,,,10,31,34,2,,,1
85_1202403,,,,,3,,,,,,
85_1202410,,1,,,,6,34,2,,,3
85_1202412,,,,,3,,,,,,
85_1202416,,6,,,10,24,32,2,,,1
85_1202417,,,,2,10,31,37,5,,,
85_1202418,,,,,10,31,34,2,,,1
85_1202419,,6,,3,10,31,32,2,,,
85_1202427,,,,,10,31,47,2,,,1
85_1202428,,6,,,10,24,32,2,,,1
85_1202444,,6,,2,10,5,32,2,,,
85_1202448,,,,,10,31,34,2,,,3
85_1202455,,,,2,10,23,32,2,,,
85_1202459,,1,,,7,22,37,2,,,3
85_1202466,,6,,3,10,23,37,2,,,
85_1202471,,,,,10,31,34,2,,,1
85_1202481,,,,,10,,,,,,
85_1202488,,1,,,,6,34,2,,,3
85_1202490,,1,,,,6,34,2,,,3
85_1202502,,1,,,3,11,20,2,,,1
85_1202505,,1,,,10,2,32,2,,,3
85_1202511,,1,,,5,,32,3,,,3
85_1202513,,,,,3,,,,,,3
85_1202535,,,,,3,,,,,,3
85_1202538,,6,,,10,31,34,2,,,3
85_1202543,,6,,,10,24,32,6,,,1
85_1202555,,6,,,10,31,34,2,,,3
85_1202557,,6,,,10,31,34,2,,,3
85_1202560,,6,,2,10,24,32,2,,,
85_1202568,,6,,3,5,1,32,2,,,
85_1202573,,3,,,8,14,,5,,,1
85_1202577,,,,2,10,23,32,2,,,
85_1202580,,,,,10,31,34,2,,,1
85_1202592,,,,,10,31,34,2,,,3
85_1202606,,6,,,10,7,34,2,,,3
85_1202611,,,9,,,,,,4,,
85_1202616,,1,,,,6,34,2,,,3
85_1202620,,6,,3,4,31,32,2,,,
85_1202622,,1,,,,6,34,2,,,3
85_1202629,,,,,10,31,34,2,,,1
85_1202640,,6,,,10,31,47,2,,,3
85_1202641,,,,,5,,,,,,2
85_1202643,,,,,10,1,37,2,,,1
85_1202644,,6,,,5,,37,,,1,2
85_1202647,,6,,,8,1,37,2,,,3
85_1202649,,1,,,10,14,32,2,,,1
85_1202651,,1,,,7,7,32,2,,,3
85_1202652,,,,,10,31,34,2,,,1
85_1202657,,,,,9,,37,,,,
85_1202658,,1,,,10,6,32,2,,,1
85_1202661,,6,,,8,1,37,2,,,3
85_1202671,,1,,,7,1,32,2,,,2
85_1202678,,,,,5,,,,,1,
85_1202683,,,,,5,,,,,1,
85_1202691,,6,,2,10,31,32,2,,,
85_1202693,,6,,,10,7,32,2,,,3
85_1202699,,1,,,7,9,27,2,,,3
85_1202704,,1,,,10,14,32,2,,,1
85_1202705,,6,,,10,7,32,2,,,3
85_1202707,,,,,4,13,37,3,,,2
85_1202719,,,,,5,,,,,4,3
85_1202728,,1,,,7,1,32,2,,,2
85_1202730,,3,,,3,5,20,2,,,1
85_1202732,,6,,3,9,,37,,,1,
85_1202735,,,4,,,,,,2,,
85_1202739,,4,,,10,25,32,2,,,3
85_1202742,,,,,5,,,,,,2
85_1202745,,1,,2,4,25,32,2,,,
85_1202748,,,,,5,,36,,,1,3
85_1202756,,6,,3,10,23,27,2,,,
85_1202761,,5,,,8,14,32,2,,,1
85_1202762,,1,,,10,5,20,2,,,1
85_1202764,,4,,,10,25,32,2,,,3
85_1202784,,,,,10,1,37,2,,,1
85_1202785,,6,,,10,31,27,2,,,3
85_1202796,,,,,5,,28,,,4,3
85_1202798,,6,,,5,5,37,2,,,2
85_1202813,,6,,,8,1,37,2,,,3
85_1202817,,6,,,8,1,37,2,,,3
85_1202819,,6,,2,10,31,32,2,,,
85_1202822,,,,,10,1,37,2,,,1
85_1202825,,,,,5,,36,,,1,3
85_1202847,,,,,10,31,34,2,,,1
85_1202851,,,,,5,,28,,,2,1
85_1202853,,,,,10,31,34,1,,,1
85_1202859,,,,,5,24,32,3,,,1
85_1202863,,6,,,5,11,20,2,,,1
85_1202865,,6,,3,10,1,32,2,,,
85_1202872,,3,,,3,31,20,2,,,1
85_1202874,,,,,10,31,32,2,,,3
85_1202878,,3,,,5,5,32,5,,,2
85_1202880,,1,,,3,31,20,2,,,1
85_1202887,,1,,3,10,24,32,2,,,
85_1202892,,1,,,9,,32,,,4,3
85_1202894,,1,,,10,6,34,2,,,3
85_1202898,,,,,10,31,34,1,,,1
85_1202899,,1,,,10,6,34,2,,,3
85_1202902,,1,,,10,6,32,2,,,1
85_1202903,,1,,,5,6,37,1,,,3
85_1202905,,,,,5,,32,,,1,2
85_1202907,,6,,,3,31,37,2,,,1
85_1202914,,,,,2,,3,,,4,3
85_1202918,,6,,1,10,24,32,2,,,
85_1202920,,,,,10,31,34,1,,,1
85_1202934,,6,,1,10,5,32,2,,,
85_1202943,,6,,,10,11,32,2,,,1
85_1202950,,,,3,4,31,37,5,,,
85_1202951,,6,,,10,31,32,2,,,3
85_1202959,,,,,5,,28,,,2,1
85_1202963,,,,,5,24,32,3,,,1
85_1202967,,,,,5,,32,,,1,2
85_1202969,,1,,,9,,32,,,4,3
85_1202971,,,,,5,,,,,,
85_1202972,,1,,,13,6,32,2,,,3
85_1202984,,1,,,5,5,20,2,,,1
85_1202986,,6,,,3,31,32,2,,,3
85_1202989,,,,,10,31,34,2,,,1
85_1202992,,,,,10,31,34,2,,,1
85_1203010,,1,,,3,29,,2,,,2
85_1203011,,6,,,10,7,32,2,,,3
85_1203014,,6,,,10,7,32,2,,,3
85_1203018,,1,,,10,6,34,2,,,3
85_1203027,,,,,10,31,37,2,,,1
85_1203053,,,,,10,31,32,1,,,3
85_1203058,,,,,10,31,34,1,,,1
85_1203062,,,,,10,31,32,2,,,1
85_1203069,,3,,,10,1,32,2,,,1
85_1203076,,,,,10,31,34,2,,,1
85_1203089,,,,,10,31,32,1,,,3
85_1203095,,,,,10,31,32,2,,,1
85_1203105,,,,,5,,36,,,1,3
85_1203111,,,,,10,,,,,,
85_1203131,,1,,,10,14,37,2,,,1
85_1203133,,,,,10,31,32,2,,,1
85_1203136,,6,,,8,,37,,,4,1
85_1203159,,1,,,5,6,34,2,,,1
85_1203168,,5,,,3,,,,,3,1
85_1203179,,,,,3,,,,,,
85_1203191,,1,,,10,5,20,2,,,1
85_1203196,,,,,5,,32,,,4,1
85_1203206,,,,,10,,48,,,4,3
85_1203216,,,,,10,31,32,2,,,1
85_1203218,2,,1,,,,,,2,,
85_1203221,,,,,10,31,34,2,,,1
85_1203230,,,,,10,,48,,,4,3
85_1203232,,5,,,3,,20,,,,
85_1203235,,,,,10,,48,,,4,3
85_1203249,,,,,4,,2,,,,3
85_1203265,,6,,,10,31,32,2,,,3
85_1203274,,6,,,10,14,32,2,,,1
85_1203283,,1,,,10,24,32,2,,,3
85_1203285,,1,,,7,22,37,2,,,3
85_1203287,,6,,,10,14,32,2,,,1
85_1203296,,,,,5,,32,,,2,1
85_1203301,,6,,,5,31,20,2,,,3
85_1203302,,,,,,14,,3,,,1
85_1203308,,6,,,5,,20,,,4,3
85_1203313,,,,,5,24,34,1,,,3
85_1203320,,5,,,5,31,20,1,,,3
85_1203324,,,,,10,31,32,1,,,3
85_1203342,,,,,10,,36,,,4,3
85_1203344,,3,,,5,11,,3,,,1
85_1203346,,,,,3,,32,,,3,2
85_1203353,,,,,5,,34,,,1,3
85_1203355,,6,,1,8,1,37,2,,,
85_1203359,,,,,10,31,34,1,,,3
85_1203360,,6,,3,7,14,32,2,,,
85_1203361,,1,,,10,11,34,2,,,1
85_1203368,,5,,,5,31,20,1,,,3
85_1203385,,1,,,,29,,2,,,3
85_1203391,,,,,10,31,34,2,,,1
85_1203392,,6,,1,8,1,37,2,,,
85_1203399,,,,,10,,37,,,,
85_1203417,3,,7,,,,,,4,,
85_1203418,,6,,,10,31,32,2,,,3
85_1203421,,1,,,3,,20,,,1,3
85_1203424,,,,,10,,36,,,4,3
85_1203425,,6,,1,10,1,37,2,,,
85_1203430,,6,,3,5,31,20,2,,,
85_1203434,,6,,,5,5,,2,,,1
85_1203436,,,,,10,31,34,1,,,1
85_1203440,,,,,10,31,32,1,,,3
85_1203444,,,,,10,,23,,,1,3
85_1203446,,6,,1,10,1,37,2,,,
85_1203451,,1,,2,10,24,32,2,,,
85_1203454,,,,,5,,32,,,2,1
85_1203460,,6,,,10,31,34,2,,,3
85_1203463,,3,,,3,5,32,,,,2
85_1203468,,1,,,10,24,32,2,,,3
85_1203469,,,,,5,24,34,1,,,3
85_1203495,,6,,,8,,20,,,1,1
85_1203508,,6,,3,10,31,32,2,,,
85_1203514,,,,,10,31,34,1,,,1
85_1203540,,6,,,5,14,,5,,,1
85_1203551,,5,,,3,,,,,3,3
85_1203561,,6,,3,6,31,20,2,,,
85_1203566,,1,,,,29,,2,,,2
85_1203571,,5,,,3,,,,,3,2
85_1203583,,6,,,,,,2,,,2
85_1203643,,1,,,7,6,32,2,,,2
85_1203645,,1,,3,10,24,32,2,,,
85_1203651,,1,,,10,7,32,2,,,1
85_1203659,,,,,10,5,37,2,,,1
85_1203662,,5,,,3,,,,,3,3
85_1203665,,5,,2,4,5,32,2,,,
85_1203695,,1,,,10,7,32,2,,,3
85_1203699,,1,,,10,7,32,2,,,3
85_1203706,,4,,,5,24,32,2,,,1
85_1203725,,1,,,,29,,2,,,3
85_1203750,,6,,,8,,20,,,1,1
85_1203752,,1,,,3,,,,,3,3
85_1203756,,1,,,5,29,,2,,,2
85_1203774,,3,,,3,5,20,3,,,3
85_1203800,,5,,,9,,,,,2,3
85_1203826,,6,,2,10,31,37,2,,,
85_1203828,,4,,,3,15,20,2,,,1
85_1203830,,,,,4,,37,,,,3
85_1203831,,,,,,20,,5,,,2
85_1203845,,3,,,3,20,,5,,,2
85_1203856,,,,,10,31,47,1,,,1
85_1203870,,5,,,8,,,,,4,3
85_1203874,,,,,10,,34,,,,
85_1203878,,,,,10,31,34,2,,,3
85_1203885,,,,,10,31,32,2,,,3
85_1203890,,6,,3,10,25,37,1,,,
85_1203893,,,,,10,31,32,2,,,3
85_1203902,,6,,2,10,31,37,2,,,
85_1203918,,,,,10,,37,,,4,3
85_1203920,,,,,10,,37,,,4,3
85_1203924,,6,,3,4,24,32,2,,,
